"df.ind"	"df.values"
"12442"	"SLC66A3"	0.618442554662711
"12443"	"LGALS8"	0.617351866081853
"12444"	"KLHDC2"	0.617261147231668
"12445"	"AC005632.3"	0.616977292816947
"12446"	"KIF24"	0.616860517050058
"12447"	"PPIH"	0.616789558363051
"12448"	"SPTSSA"	0.616393703662024
"12449"	"ZNF382"	0.616315977471676
"12450"	"BEND5"	0.616199677255322
"12451"	"VAX2"	0.615023244466462
"12452"	"PDE8A"	0.614730124914435
"12453"	"ENDOG"	0.614529142137423
"12454"	"NPEPL1"	0.614234692094911
"12455"	"AP000769.2"	0.6141232067493
"12456"	"PRR14L"	0.614116282911151
"12457"	"DPF1"	0.613845475995696
"12458"	"RFC4"	0.613734715827423
"12459"	"NEIL2"	0.61324050303822
"12460"	"SMPD1"	0.61322104904792
"12461"	"CA12"	0.612609427269881
"12462"	"NXT2"	0.612461072977748
"12463"	"SPIN3"	0.611775151740849
"12464"	"WARS2-AS1"	0.611616033234672
"12465"	"AC016394.1"	0.611616033234672
"12466"	"TSR3"	0.611308138806953
"12467"	"LDHA"	0.610691258927328
"12468"	"GNG11"	0.610633687747779
"12469"	"SECISBP2L"	0.610533305175086
"12470"	"SDC2"	0.610311638948921
"12471"	"PFDN5"	0.60879258615263
"12472"	"GNA11"	0.608589974720385
"12473"	"PLP2"	0.607829733258607
"12474"	"NUP35"	0.60776157905892
"12475"	"AL133477.2"	0.607407424809647
"12476"	"PRR11"	0.607307366691421
"12477"	"ANKRD46"	0.606870537484414
"12478"	"GID4"	0.606869892757012
"12479"	"BBC3"	0.60602111910858
"12480"	"MBD3"	0.605497560386289
"12481"	"PTGFRN"	0.605084305937195
"12482"	"PDCD4"	0.60476057325828
"12483"	"RBBP4"	0.604689169136808
"12484"	"PPP2R5C"	0.604236239366899
"12485"	"KDELR3"	0.604129319423865
"12486"	"HMGCL"	0.603232410584479
"12487"	"RHOBTB3"	0.602931494500488
"12488"	"NR2C2"	0.602595197878746
"12489"	"DOCK5"	0.602152499689549
"12490"	"PIGH"	0.601566198920741
"12491"	"ARSD"	0.601361206991545
"12492"	"PHLPP2"	0.601270680536727
"12493"	"TTC33"	0.60117305953715
"12494"	"MAN1B1-DT"	0.600966916337002
"12495"	"RGS9"	0.600953501279243
"12496"	"ZNF561-AS1"	0.600953501279243
"12497"	"MRPS34"	0.600509473313971
"12498"	"TIMP1"	0.60048001986849
"12499"	"PEX16"	0.600152442084444
"12500"	"PRRT3"	0.600065723707181
"12501"	"MZF1"	0.599742332102486
"12502"	"CBFA2T2"	0.599691479144257
"12503"	"LINC00839"	0.599667948933687
"12504"	"FAM107B"	0.599577436356481
"12505"	"ZNF337"	0.599500266715004
"12506"	"AC107375.1"	0.599461731083161
"12507"	"ZNF227"	0.599319051676291
"12508"	"PPDPF"	0.599275674080911
"12509"	"DERL1"	0.599195990112811
"12510"	"CAPN10-DT"	0.599174091137775
"12511"	"RO60"	0.598992344380881
"12512"	"POLM"	0.598908094658264
"12513"	"MCOLN3"	0.59877608278456
"12514"	"MAP3K1"	0.59873420576267
"12515"	"ABTB2"	0.598607964845941
"12516"	"TMEM250"	0.598124794235205
"12517"	"CARD10"	0.597689301549958
"12518"	"CACTIN"	0.597537744351018
"12519"	"MIR3681HG"	0.597403488283691
"12520"	"TAF4B"	0.597327260959137
"12521"	"B4GALT2"	0.597299729647811
"12522"	"PROSER3"	0.597279521743586
"12523"	"AC074117.1"	0.597277638223674
"12524"	"HS2ST1"	0.597016289079866
"12525"	"TAF2"	0.596515062508434
"12526"	"KRAS"	0.59580927699892
"12527"	"TUBGCP5"	0.595170827353671
"12528"	"SRPRB"	0.595048711097128
"12529"	"NHLRC3"	0.594308781914988
"12530"	"CERK"	0.594292224840565
"12531"	"ZNF526"	0.594273967084115
"12532"	"PRDM4"	0.593774886958766
"12533"	"SHLD2"	0.593596457679369
"12534"	"BCAP29"	0.593532567683111
"12535"	"SURF2"	0.593458379964524
"12536"	"COPB2"	0.593217596301896
"12537"	"LINC01091"	0.592887186549864
"12538"	"TTC13"	0.592837323771806
"12539"	"COG7"	0.592516631980935
"12540"	"CHST12"	0.592485272811102
"12541"	"PCGF1"	0.592288176703426
"12542"	"CRIM1"	0.592099666204806
"12543"	"CDC26"	0.591963354154834
"12544"	"AF121898.1"	0.591453383422721
"12545"	"ZBTB2"	0.591050540395288
"12546"	"NOL3"	0.591011851508791
"12547"	"TIMP2"	0.59094236175174
"12548"	"SBF1"	0.590624297604281
"12549"	"IDH3G"	0.590503095498872
"12550"	"LINC00311"	0.590424987058506
"12551"	"PEX2"	0.589991190611935
"12552"	"PTPN2"	0.589916991517372
"12553"	"SUV39H2"	0.589796252983419
"12554"	"CD46"	0.589462335442917
"12555"	"RPL39L"	0.589209623500277
"12556"	"OTUD3"	0.588345013579479
"12557"	"ARFIP2"	0.588309505714103
"12558"	"EMC2"	0.587380156512062
"12559"	"RPIA"	0.58735611487635
"12560"	"GMPS"	0.587288938013618
"12561"	"MPND"	0.587034559241868
"12562"	"GJC2"	0.587018871268151
"12563"	"CSRP2"	0.586839888893443
"12564"	"ZFAND6"	0.586696569939681
"12565"	"RGS17"	0.586589337450918
"12566"	"LINC00342"	0.58654263515322
"12567"	"ZKSCAN2"	0.586152501813547
"12568"	"SREBF2"	0.585478588405138
"12569"	"SMO"	0.585455910944968
"12570"	"OST4"	0.58508698694297
"12571"	"EFNA4"	0.584974779986585
"12572"	"NGDN"	0.584846666090449
"12573"	"ZNF22"	0.58437813411608
"12574"	"ZDHHC3"	0.584114961616708
"12575"	"HYAL3"	0.584114935348272
"12576"	"DGCR6L"	0.584067934299323
"12577"	"PCDHGC3"	0.583500564178012
"12578"	"RRM2B"	0.583317076360349
"12579"	"ZNF274"	0.583170801892609
"12580"	"ZNF317"	0.583074288921455
"12581"	"CREBL2"	0.582668818922638
"12582"	"CTSB"	0.58218372098018
"12583"	"CTTN"	0.582159188030371
"12584"	"MRPL27"	0.581984595833371
"12585"	"FBN1"	0.581778333337066
"12586"	"LYRM2"	0.581534361142998
"12587"	"MOCS2"	0.581468293276664
"12588"	"TBC1D4"	0.581412890556085
"12589"	"DNM3OS"	0.580183468497928
"12590"	"CPNE2"	0.579022376366693
"12591"	"ERI1"	0.578970181802259
"12592"	"C16orf74"	0.57874498996782
"12593"	"SOCS7"	0.577923554853849
"12594"	"MCM10"	0.57756552377394
"12595"	"DDR2"	0.577266305734707
"12596"	"PCCA-DT"	0.577246096506332
"12597"	"SRGAP2B"	0.57684081131762
"12598"	"LHFPL6"	0.576658764712466
"12599"	"ZNF428"	0.576418173398043
"12600"	"SEL1L3"	0.576255812944415
"12601"	"GINM1"	0.575925971280973
"12602"	"INSIG2"	0.575889417143249
"12603"	"RAB27A"	0.575865881746784
"12604"	"Z82217.1"	0.575840033489406
"12605"	"AL354733.3"	0.575797570389104
"12606"	"PHIP"	0.575591386441348
"12607"	"RNF19B"	0.575522672261033
"12608"	"ZNF780A"	0.575165758095108
"12609"	"SPATA20"	0.575095738377135
"12610"	"PRPF31"	0.574855524064728
"12611"	"TBCK"	0.573972171740311
"12612"	"MAP1A"	0.57386123699919
"12613"	"AK1"	0.573833701444209
"12614"	"ENTR1"	0.573814464414383
"12615"	"ZNF502"	0.573752240745836
"12616"	"AL353751.1"	0.573500245942905
"12617"	"GLCCI1"	0.573269812703591
"12618"	"ADO"	0.572894285005381
"12619"	"LINC01278"	0.572678670833085
"12620"	"TXLNG"	0.572632029683313
"12621"	"ZSWIM7"	0.572344092433738
"12622"	"B9D2"	0.571803235769046
"12623"	"CCNG1"	0.571354876213479
"12624"	"ANTXR2"	0.570995115989964
"12625"	"IBA57"	0.570891394865762
"12626"	"SLC37A3"	0.570536235352013
"12627"	"LINC-PINT"	0.570475278005482
"12628"	"SLC49A4"	0.570361732594159
"12629"	"EEF1AKMT2"	0.570200098998056
"12630"	"ZNF594"	0.570178750241651
"12631"	"PIGL"	0.570104014906302
"12632"	"LRRC8B"	0.570065366242127
"12633"	"CIB2"	0.569756451076737
"12634"	"ZMIZ2"	0.56970423200933
"12635"	"SLC10A4"	0.569347953111729
"12636"	"NUCB2"	0.569245507903225
"12637"	"MINK1"	0.569133862204631
"12638"	"LGALS1"	0.568940385042225
"12639"	"ELOF1"	0.568838509299303
"12640"	"FBXO48"	0.568836277685251
"12641"	"PDCL3"	0.568815430219064
"12642"	"CHRAC1"	0.568455365525613
"12643"	"TRIM41"	0.567764865223475
"12644"	"TMF1"	0.567756065517476
"12645"	"UFC1"	0.566453351061172
"12646"	"AAMDC"	0.566251252722063
"12647"	"BROX"	0.565647592510688
"12648"	"PHF23"	0.565585957303609
"12649"	"EDN3"	0.565555287363691
"12650"	"PFDN1"	0.565353624812755
"12651"	"MRPL17"	0.565187190341069
"12652"	"RBM23"	0.56502888266956
"12653"	"ERP29"	0.564818819168888
"12654"	"ATG10"	0.564664782411366
"12655"	"ZBTB46"	0.563975132692632
"12656"	"MTFMT"	0.563947550712122
"12657"	"ZNF195"	0.563816036061886
"12658"	"SLC39A3"	0.563617603997086
"12659"	"AAAS"	0.563547146113094
"12660"	"CLMP"	0.562598708272379
"12661"	"NBEAL1"	0.562577157076117
"12662"	"MGRN1"	0.561232165269394
"12663"	"CFAP44"	0.56112526922486
"12664"	"UVSSA"	0.560873607543036
"12665"	"BMP7"	0.560384847113153
"12666"	"PGBD1"	0.56025654778988
"12667"	"AC073592.1"	0.559920533874659
"12668"	"TLCD2"	0.559683247920303
"12669"	"S100A4"	0.55923483761746
"12670"	"DUBR"	0.558727261146997
"12671"	"FNBP1L"	0.558705372155479
"12672"	"AMBRA1"	0.558655769217131
"12673"	"MINDY3"	0.558413733453788
"12674"	"PLA2G15"	0.558142828567929
"12675"	"ZNF544"	0.558098436669524
"12676"	"IFT80"	0.558035869384452
"12677"	"CFAP45"	0.557844997256598
"12678"	"B4GALT6"	0.557844997256598
"12679"	"ASF1B"	0.557740471210005
"12680"	"HAUS5"	0.557004340326748
"12681"	"CCDC88A"	0.556982314434074
"12682"	"KHDC1"	0.556431303969142
"12683"	"MTA1"	0.556334240298459
"12684"	"MKRN1"	0.556233458742233
"12685"	"UBAP1"	0.556152035085556
"12686"	"SRPX2"	0.556124223223201
"12687"	"UBE2I"	0.555870373407744
"12688"	"AC107068.1"	0.555845379857637
"12689"	"HLTF"	0.555523618630317
"12690"	"CBX6"	0.555462573234974
"12691"	"LINC02802"	0.555209952855428
"12692"	"RCCD1"	0.555122931190989
"12693"	"DMAP1"	0.554581239182752
"12694"	"TSPAN31"	0.554559936783584
"12695"	"ERO1B"	0.554347731421559
"12696"	"FBXO10"	0.553734853968623
"12697"	"ST6GAL1"	0.553622808975589
"12698"	"ZNF121"	0.55271160703703
"12699"	"CENPE"	0.552671256504966
"12700"	"ENPP4"	0.552629133537966
"12701"	"SHKBP1"	0.551803482037995
"12702"	"TMEM199"	0.55131025817983
"12703"	"DSTN"	0.551049600060984
"12704"	"FANCI"	0.550931862914881
"12705"	"CNOT8"	0.550806968296313
"12706"	"FAM234A"	0.550280096424908
"12707"	"ADCY1"	0.54982768499941
"12708"	"PRH1"	0.549670276837383
"12709"	"TM9SF4"	0.549494164024417
"12710"	"SPPL2A"	0.549141116448328
"12711"	"SPATA2"	0.549014008814358
"12712"	"PPIF"	0.548761457783421
"12713"	"TPST1"	0.548420063821591
"12714"	"KDM6A"	0.548281516275143
"12715"	"HDAC5"	0.548000902133482
"12716"	"STXBP3"	0.547103009933072
"12717"	"ARPC4"	0.546960092389285
"12718"	"WTAP"	0.546814260535643
"12719"	"RBCK1"	0.546495064576622
"12720"	"RPS17"	0.546487675023676
"12721"	"LMF2"	0.545870700995978
"12722"	"AC016065.1"	0.545848230105771
"12723"	"XPA"	0.545022470623307
"12724"	"SOCS2"	0.544922132308685
"12725"	"ZNF25"	0.544901583706455
"12726"	"SVBP"	0.544801824623674
"12727"	"KLHL9"	0.54470963546719
"12728"	"FOXC2"	0.544399253301477
"12729"	"ATXN7L1"	0.544044128124922
"12730"	"STK39"	0.544038834238748
"12731"	"TBX2-AS1"	0.544004176410847
"12732"	"SLC25A38"	0.543983066591696
"12733"	"DXO"	0.543759734644444
"12734"	"CCDC14"	0.543651747553443
"12735"	"ZNF736"	0.543576307910437
"12736"	"STXBP5"	0.543361167725062
"12737"	"TCF3"	0.543235047110072
"12738"	"CDC42-IT1"	0.543207179037971
"12739"	"GFOD2"	0.543196968022948
"12740"	"TRAF6"	0.542926101804026
"12741"	"TIMM10B"	0.54286525049551
"12742"	"C1orf122"	0.542749753251095
"12743"	"GTPBP2"	0.542359702810702
"12744"	"SETD3"	0.542278275665718
"12745"	"FAM83D"	0.542138101558051
"12746"	"LOXL4"	0.542064220106384
"12747"	"IFIT3"	0.541215431629316
"12748"	"NME2"	0.540962531518172
"12749"	"TBC1D12"	0.54087864809378
"12750"	"SPECC1L"	0.540865710702014
"12751"	"BTN3A1"	0.540728537048769
"12752"	"ARHGAP42"	0.540608846400156
"12753"	"PHKA2"	0.540608846400156
"12754"	"ATXN7L3"	0.54044356690052
"12755"	"MAPKAPK2"	0.540049286417371
"12756"	"SNTB1"	0.539317201394048
"12757"	"BMP4"	0.538864203468669
"12758"	"C2orf68"	0.538602844689445
"12759"	"GTF3C1"	0.537716973397983
"12760"	"YKT6"	0.537411093276824
"12761"	"FUCA2"	0.537305833864079
"12762"	"ARFGAP3"	0.537070805732251
"12763"	"HYOU1"	0.536843912310685
"12764"	"PPTC7"	0.536598573376615
"12765"	"MTHFD2"	0.535789043837913
"12766"	"STAU1"	0.535542949818486
"12767"	"HNRNPR"	0.534695777203313
"12768"	"LACTB2"	0.53451900680177
"12769"	"AKIRIN1"	0.53413449381387
"12770"	"RASSF8"	0.534044865927738
"12771"	"TMEM198"	0.533897444435599
"12772"	"LOXL3"	0.533290724785133
"12773"	"HEATR5B"	0.533078881680637
"12774"	"SPRYD4"	0.532811290645908
"12775"	"ZNF43"	0.532556977504468
"12776"	"SRP54"	0.532488819627785
"12777"	"SPOCK1"	0.532464522258441
"12778"	"CAPN10"	0.531964946216887
"12779"	"NENF"	0.531919970959004
"12780"	"SUPT4H1"	0.531213224937018
"12781"	"IFT172"	0.530950946935701
"12782"	"DDRGK1"	0.530881277610691
"12783"	"UBE2T"	0.530814870829872
"12784"	"HYI"	0.529813250417008
"12785"	"PASK"	0.529017070642335
"12786"	"ANKRD10-IT1"	0.528982213923742
"12787"	"ZNF559"	0.528708451375341
"12788"	"ZNF142"	0.528661330316125
"12789"	"NUP50-DT"	0.528638512655473
"12790"	"SCRN3"	0.528199600346968
"12791"	"ADK"	0.528163978891952
"12792"	"ADAMTSL5"	0.528111343172494
"12793"	"CCDC126"	0.528072579553241
"12794"	"CRIPAK"	0.527581143271075
"12795"	"FAM214B"	0.527275993246633
"12796"	"ECE1"	0.527151075212599
"12797"	"EIF1"	0.527022309187298
"12798"	"SP110"	0.526664252072682
"12799"	"ARHGEF9"	0.526559421006876
"12800"	"AC108047.1"	0.526301673401879
"12801"	"ACSS3"	0.526049527356331
"12802"	"PPARD"	0.525527607417322
"12803"	"FAM160B2"	0.525505124709894
"12804"	"CDC73"	0.525489357436237
"12805"	"C9orf72"	0.525188892260436
"12806"	"CCDC85B"	0.524902714009223
"12807"	"MEGF8"	0.524851599787136
"12808"	"PIM3"	0.524742827674304
"12809"	"MTHFR"	0.524505878309247
"12810"	"LRRC8A"	0.524381368576318
"12811"	"ACAA2"	0.523453451985044
"12812"	"MTX2"	0.523315940207138
"12813"	"TBC1D5"	0.52330173898893
"12814"	"SLC39A8"	0.523287472922954
"12815"	"CCDC86"	0.522973403973066
"12816"	"CCDC57"	0.52274917013305
"12817"	"RNF34"	0.522319097471911
"12818"	"MRPL21"	0.522220233837
"12819"	"ATRX"	0.522107191236571
"12820"	"PDCD6"	0.521581576819212
"12821"	"ZGRF1"	0.521417961212774
"12822"	"ING4"	0.520816750226445
"12823"	"TTC31"	0.520586749940788
"12824"	"TXN"	0.520153870673787
"12825"	"MTMR9"	0.519471210161034
"12826"	"ANKRD39"	0.519443701745888
"12827"	"DDX49"	0.519381873007065
"12828"	"CSTF2T"	0.519372584114804
"12829"	"STXBP6"	0.519275487087009
"12830"	"ERCC5"	0.519190568877993
"12831"	"SNRNP35"	0.518757474102367
"12832"	"WSCD1"	0.518637744140321
"12833"	"LTB4R"	0.518628025808775
"12834"	"FZD8"	0.518473848997994
"12835"	"REV1"	0.518264241785616
"12836"	"MCTS1"	0.518179740478773
"12837"	"DHRS4-AS1"	0.518129036096001
"12838"	"FAM98A"	0.517989224803909
"12839"	"TULP3"	0.517936880412104
"12840"	"FBXO46"	0.517683042572757
"12841"	"RPS4X"	0.517631387516708
"12842"	"PRRX2"	0.517170323889505
"12843"	"NME1"	0.516825234923134
"12844"	"ICAM3"	0.516002952974303
"12845"	"HECTD3"	0.514893001116719
"12846"	"ZFYVE27"	0.514603090228668
"12847"	"LRRC23"	0.514561601577709
"12848"	"DUS2"	0.514302504336679
"12849"	"ABHD14A"	0.514267404711237
"12850"	"ACD"	0.513634181601536
"12851"	"OLFM2"	0.513608222560198
"12852"	"ME1"	0.513496020675577
"12853"	"TRAF2"	0.513375645133841
"12854"	"XAB2"	0.513291581870495
"12855"	"RAB42"	0.513191260052766
"12856"	"MFAP4"	0.513149632842222
"12857"	"FBH1"	0.512952679669604
"12858"	"ULK2"	0.512819446478475
"12859"	"TMLHE"	0.512509695206067
"12860"	"WDR62"	0.512481772451608
"12861"	"CKAP2"	0.512357017225296
"12862"	"POLD3"	0.511893230854968
"12863"	"RAE1"	0.511660598163575
"12864"	"YPEL2"	0.511107053935067
"12865"	"RAD51AP1"	0.509306692104991
"12866"	"RGMA"	0.509185286465041
"12867"	"RSBN1"	0.509021485801296
"12868"	"RPL13"	0.508700658290955
"12869"	"PRORP"	0.508477048178955
"12870"	"EAPP"	0.508409758679907
"12871"	"STMP1"	0.508263358388575
"12872"	"SLC7A2"	0.50812455056266
"12873"	"AC006504.5"	0.507052446672077
"12874"	"MFGE8"	0.506998503919705
"12875"	"ZDHHC7"	0.506672870127646
"12876"	"RPAP1"	0.505107708639932
"12877"	"XYLT1"	0.504914599242882
"12878"	"GRB10"	0.504678154894421
"12879"	"BTN3A2"	0.504504630309775
"12880"	"TICAM1"	0.504351137539685
"12881"	"ARID3B"	0.504199580796262
"12882"	"VPS8"	0.504182061879391
"12883"	"VAMP4"	0.503852054673194
"12884"	"FUOM"	0.503434671013185
"12885"	"PSMB7"	0.502890306787399
"12886"	"ARHGEF10"	0.502577481924286
"12887"	"ZIC1"	0.502315062546652
"12888"	"MAPK3"	0.50203790885293
"12889"	"RTL10"	0.501765393667088
"12890"	"WDR54"	0.501498411046339
"12891"	"JDP2"	0.501494717840648
"12892"	"LGR5"	0.501257036569741
"12893"	"DISC1"	0.501228577084817
"12894"	"NAXD"	0.501216486155366
"12895"	"GIPC1"	0.501063179631188
"12896"	"WFS1"	0.500956457181846
"12897"	"ARL17B"	0.500948177867446
"12898"	"CTXN1"	0.500929366483582
"12899"	"ASTN2"	0.500682149665469
"12900"	"TIMMDC1"	0.500671876959222
"12901"	"ZNF782"	0.500205940384286
"12902"	"ELP3"	0.500003051276579
"12903"	"SEMA6B"	0.499706775071244
"12904"	"SCML1"	0.499453233405393
"12905"	"VKORC1"	0.499181711634683
"12906"	"GABARAPL2"	0.498872456540459
"12907"	"GCAT"	0.4986165219864
"12908"	"TCEAL8"	0.498440488424049
"12909"	"SEC11A"	0.498375799413331
"12910"	"C1orf74"	0.498286219103961
"12911"	"WNT3"	0.498278897472179
"12912"	"F3"	0.498213482729993
"12913"	"RAB4A"	0.498199550104346
"12914"	"TMEM116"	0.498131290747574
"12915"	"KIAA0232"	0.498112570367592
"12916"	"MFSD1"	0.497392378491377
"12917"	"DYNC1LI2"	0.497246367246962
"12918"	"FKBP10"	0.497150198274732
"12919"	"SELENOW"	0.497091174744565
"12920"	"FICD"	0.49699803703938
"12921"	"CPSF7"	0.496899209515708
"12922"	"NCOR2"	0.496830453948661
"12923"	"CCN2"	0.496705367644014
"12924"	"SCAF1"	0.496549426191787
"12925"	"MFHAS1"	0.496529696480764
"12926"	"CNIH1"	0.496328599870289
"12927"	"MGST1"	0.496275122347312
"12928"	"RINT1"	0.496269063311951
"12929"	"MRPS12"	0.49622262185381
"12930"	"PIK3C3"	0.495827604291249
"12931"	"NECAP2"	0.495674791409478
"12932"	"PHTF1"	0.494928722914692
"12933"	"APIP"	0.494666650118546
"12934"	"RANBP3"	0.494446887843524
"12935"	"SMAP2"	0.494225335840393
"12936"	"C8orf76"	0.494147840144599
"12937"	"ATP6V1E2"	0.493790781403528
"12938"	"FLNB"	0.493514783669449
"12939"	"WHAMM"	0.492879610556673
"12940"	"CHPT1"	0.492011938892076
"12941"	"USP6NL"	0.491707708397256
"12942"	"ARHGEF11"	0.491408516844693
"12943"	"ERMARD"	0.490717202336727
"12944"	"PRRT2"	0.490527156749686
"12945"	"SPCS3"	0.490392711832907
"12946"	"LZTR1"	0.48985840990766
"12947"	"C1orf35"	0.48887256416126
"12948"	"PDHX"	0.488762557989974
"12949"	"IL1RAP"	0.488753013865794
"12950"	"UBA6"	0.488736157215824
"12951"	"METTL17"	0.488596965176217
"12952"	"AC027601.6"	0.488485729140613
"12953"	"AUXG01000058.1"	0.4881446816896
"12954"	"PMM1"	0.488108798954424
"12955"	"SPOP"	0.487916069383555
"12956"	"EZR"	0.487857478610998
"12957"	"AKAP13"	0.487602483976084
"12958"	"SCCPDH"	0.487289551236672
"12959"	"DLK1"	0.486708414150503
"12960"	"AARS"	0.48668739050468
"12961"	"ZNF550"	0.486585925312667
"12962"	"AL513534.2"	0.486583620008481
"12963"	"SNHG7"	0.486378295011048
"12964"	"SGO1"	0.48621855634214
"12965"	"AC009118.3"	0.48621500766755
"12966"	"PDE7A"	0.486160848788047
"12967"	"GJA1"	0.486074012361094
"12968"	"RBM26-AS1"	0.486013735512953
"12969"	"ARMC5"	0.486009789454426
"12970"	"COQ3"	0.485925019486775
"12971"	"EXOSC3"	0.484664095784671
"12972"	"TNNI2"	0.484514366802564
"12973"	"ZNF771"	0.484427277031917
"12974"	"VAT1"	0.484325167507286
"12975"	"NLK"	0.484099333021897
"12976"	"TRAF3IP2-AS1"	0.484034560610618
"12977"	"TMEM177"	0.483826366153675
"12978"	"FIRRE"	0.48377624656964
"12979"	"RAB22A"	0.48369380478536
"12980"	"CTTNBP2NL"	0.483573142825403
"12981"	"C1orf159"	0.483462744899306
"12982"	"DIMT1"	0.483304554166736
"12983"	"AC008969.1"	0.482789886709817
"12984"	"PCIF1"	0.482617629626286
"12985"	"SRSF6"	0.481619257461147
"12986"	"KLC1"	0.481606657317163
"12987"	"MLLT11"	0.481148235155977
"12988"	"FAM102B"	0.48099124602569
"12989"	"TSPAN5"	0.478875903016124
"12990"	"RAB34"	0.478733537536111
"12991"	"RFC1"	0.478256527000967
"12992"	"CEP112"	0.477777213924567
"12993"	"MYO19"	0.477365701162651
"12994"	"CCDC142"	0.477351801151776
"12995"	"FKBPL"	0.477270178364505
"12996"	"CAMSAP2"	0.477256026159337
"12997"	"ARHGAP12"	0.476844905705352
"12998"	"G3BP1"	0.476816473727694
"12999"	"NAA20"	0.476693916969441
"13000"	"BCL7B"	0.476683003315582
"13001"	"ASPHD1"	0.476142292564514
"13002"	"ARPC5L"	0.47591825642273
"13003"	"AL049840.5"	0.475884439948833
"13004"	"ITPKA"	0.475884439948833
"13005"	"ZNF780B"	0.475380039739206
"13006"	"MINCR"	0.475076789399487
"13007"	"CEP83"	0.474821130417798
"13008"	"TYSND1"	0.474801108403232
"13009"	"PLSCR3"	0.47479197393636
"13010"	"IGSF8"	0.474526818164096
"13011"	"AC026356.2"	0.473969780342434
"13012"	"SERAC1"	0.473717807015712
"13013"	"KIF13A"	0.473663222937575
"13014"	"ALDH1B1"	0.473489804108029
"13015"	"TBC1D25"	0.473451828264973
"13016"	"KRBOX4"	0.473437498337988
"13017"	"LINC00641"	0.472598631268534
"13018"	"DLX1"	0.472545290786303
"13019"	"SQSTM1"	0.472542909656484
"13020"	"SPRY4"	0.472336360487736
"13021"	"ATP23"	0.471887111050425
"13022"	"AC007938.3"	0.471331897460129
"13023"	"SLC41A1"	0.471331477342799
"13024"	"AC005550.2"	0.470695805213124
"13025"	"BZW1"	0.470675223326756
"13026"	"XRCC1"	0.470292500599649
"13027"	"SETMAR"	0.470268320873834
"13028"	"PGAM1"	0.469909523302394
"13029"	"SUCLG1"	0.469814972890888
"13030"	"COPS2"	0.468290632231354
"13031"	"CDK11B"	0.468277173788863
"13032"	"FADS1"	0.468068896177477
"13033"	"ZC2HC1A"	0.467521714971563
"13034"	"HOXC4"	0.467173063575184
"13035"	"IL11RA"	0.466677194091592
"13036"	"RBM7"	0.466558532974235
"13037"	"MYEOV"	0.466305461851561
"13038"	"AC083799.1"	0.465976247309022
"13039"	"AC093323.1"	0.465619243984004
"13040"	"DPCD"	0.465226120608065
"13041"	"ANAPC2"	0.465200163095832
"13042"	"RRBP1"	0.465093316881372
"13043"	"VMO1"	0.464580514977299
"13044"	"CDC14B"	0.464456589471198
"13045"	"HMGN3"	0.464453530942276
"13046"	"TMCO3"	0.464361956901798
"13047"	"EIF2AK3"	0.464111028725269
"13048"	"MTMR12"	0.464058896709567
"13049"	"PHF7"	0.463676194540242
"13050"	"USP42"	0.463574134548343
"13051"	"CPNE3"	0.463425780301139
"13052"	"TMEM120A"	0.463244548716498
"13053"	"AIFM1"	0.463212371523739
"13054"	"CDC45"	0.463209866151708
"13055"	"AK4"	0.463141735121943
"13056"	"ZNF512"	0.462867986343542
"13057"	"COL6A2"	0.46284199817974
"13058"	"TP53INP1"	0.462650301664694
"13059"	"VASH2"	0.462635965678676
"13060"	"PECR"	0.462545895144934
"13061"	"ATG14"	0.462322408387715
"13062"	"PEX11B"	0.462019711298898
"13063"	"UFD1"	0.462013499295025
"13064"	"PIP4K2B"	0.461605184157377
"13065"	"AC093157.1"	0.461523278113853
"13066"	"SLC5A3"	0.461324514289215
"13067"	"GTPBP8"	0.461280356343309
"13068"	"HUNK"	0.4612272095723
"13069"	"COG1"	0.461210599543469
"13070"	"ZFAT"	0.461207180461306
"13071"	"TOR4A"	0.460960602798718
"13072"	"ZRSR2"	0.460698121306424
"13073"	"SLC66A1"	0.460692239643568
"13074"	"CLHC1"	0.460687083765342
"13075"	"AP001505.1"	0.460384332010459
"13076"	"P2RY11"	0.460298969846915
"13077"	"AMER1"	0.459845794719526
"13078"	"IMPA2"	0.459363155443645
"13079"	"MPHOSPH10"	0.45928482650624
"13080"	"ERH"	0.459244747045385
"13081"	"S100A13"	0.458949246571397
"13082"	"PIGM"	0.458890998989915
"13083"	"BLM"	0.458631563740906
"13084"	"CBR4"	0.458276656930677
"13085"	"ZBTB48"	0.4578250586743
"13086"	"VPS13D"	0.456894014569309
"13087"	"ANKH"	0.456737330066276
"13088"	"PHF2"	0.456565532062948
"13089"	"SLC25A10"	0.455970179308048
"13090"	"PTBP2"	0.45562820466158
"13091"	"IGFBP7"	0.45521269421238
"13092"	"EXOC2"	0.454370215679892
"13093"	"FBXO33"	0.454211436812682
"13094"	"MIR181A1HG"	0.453370474293792
"13095"	"CCT8"	0.452692306798846
"13096"	"KCTD3"	0.452581852002181
"13097"	"ENO1"	0.45199196614126
"13098"	"TSN"	0.451729262169846
"13099"	"ARFGEF3"	0.451310398579017
"13100"	"FBXW2"	0.451100393417792
"13101"	"AC018647.2"	0.450583413365785
"13102"	"APOC1"	0.450536193028679
"13103"	"HDGFL2"	0.450464266598361
"13104"	"RABIF"	0.45042875286467
"13105"	"SCOC"	0.450106244886285
"13106"	"ST3GAL3"	0.450014178376015
