"df.ind"	"df.values"
"6240"	"CTSS"	4.23305755230823
"6241"	"EGOT"	4.23305755230823
"6242"	"IL20RB"	4.23305755230823
"6243"	"AC021205.3"	4.23305755230823
"6244"	"MEF2C-AS1"	4.23305755230823
"6245"	"AL008727.1"	4.23305755230823
"6246"	"PLEKHF1"	4.23305755230823
"6247"	"AC234772.2"	4.23305755230823
"6248"	"FOXD2-AS1"	4.2328816410315
"6249"	"EPHX4"	4.2328816410315
"6250"	"AL445228.2"	4.2328816410315
"6251"	"CYP1B1-AS1"	4.2328816410315
"6252"	"AC018682.1"	4.2328816410315
"6253"	"SCRG1"	4.2328816410315
"6254"	"WWC2-AS2"	4.2328816410315
"6255"	"SPDYE6"	4.2328816410315
"6256"	"SNX32"	4.2328816410315
"6257"	"AP002761.3"	4.2328816410315
"6258"	"GGACT"	4.2328816410315
"6259"	"RNASE4"	4.2328816410315
"6260"	"AC123768.4"	4.2328816410315
"6261"	"AC084782.1"	4.2328816410315
"6262"	"AC005696.4"	4.2328816410315
"6263"	"AC022966.2"	4.2328816410315
"6264"	"AC011503.2"	4.2328816410315
"6265"	"TCN2"	4.2328816410315
"6266"	"PIK3CD-AS2"	4.22910788855687
"6267"	"TSSK3"	4.22910788855687
"6268"	"AL358472.5"	4.22910788855687
"6269"	"NMNAT3"	4.22910788855687
"6270"	"AC107294.3"	4.22910788855687
"6271"	"LINC02447"	4.22910788855687
"6272"	"GABRB1"	4.22910788855687
"6273"	"RIPOR2"	4.22910788855687
"6274"	"AC108449.2"	4.22910788855687
"6275"	"AC105180.2"	4.22910788855687
"6276"	"ENTPD8"	4.22910788855687
"6277"	"ENKUR"	4.22910788855687
"6278"	"ASAH2"	4.22910788855687
"6279"	"AL359198.1"	4.22910788855687
"6280"	"DRD4"	4.22910788855687
"6281"	"SLC22A18"	4.22910788855687
"6282"	"AC084824.4"	4.22910788855687
"6283"	"AC145423.2"	4.22910788855687
"6284"	"AC133919.1"	4.22910788855687
"6285"	"NPB"	4.22910788855687
"6286"	"AC010271.2"	4.22910788855687
"6287"	"SRRM5"	4.22910788855687
"6288"	"LINC01424"	4.22910788855687
"6289"	"CCDC160"	4.22910788855687
"6290"	"AL356512.1"	4.22910343562443
"6291"	"AL512604.3"	4.22910343562443
"6292"	"AC040169.3"	4.22910343562443
"6293"	"FNDC4"	4.2290948621115
"6294"	"C1GALT1C1L"	4.2290948621115
"6295"	"AC012306.3"	4.2290948621115
"6296"	"AC007383.2"	4.2290948621115
"6297"	"AC137630.3"	4.2290948621115
"6298"	"SIAH2-AS1"	4.2290948621115
"6299"	"AC007620.3"	4.2290948621115
"6300"	"HERC5"	4.2290948621115
"6301"	"GDF9"	4.2290948621115
"6302"	"AC147651.4"	4.2290948621115
"6303"	"LAT2"	4.2290948621115
"6304"	"RASA4"	4.2290948621115
"6305"	"TDRP"	4.2290948621115
"6306"	"CFAP46"	4.2290948621115
"6307"	"CCDC81"	4.2290948621115
"6308"	"AC000403.1"	4.2290948621115
"6309"	"ISLR2"	4.2290948621115
"6310"	"LINC00672"	4.2290948621115
"6311"	"NAGS"	4.2290948621115
"6312"	"AC005746.2"	4.2290948621115
"6313"	"PARD6G-AS1"	4.2290948621115
"6314"	"FP236241.1"	4.2290948621115
"6315"	"MIR155HG"	4.2290948621115
"6316"	"C22orf24"	4.2290948621115
"6317"	"DHRSX-IT1"	4.2290948621115
"6318"	"PCDH15"	4.22885540121533
"6319"	"AL022328.2"	4.22885540121533
"6320"	"EIPR1-IT1"	4.22532915846975
"6321"	"ANKRD23"	4.22532915846975
"6322"	"ERICH6-AS1"	4.22532915846975
"6323"	"EGF"	4.22532915846975
"6324"	"AC104596.1"	4.22532915846975
"6325"	"AC010273.2"	4.22532915846975
"6326"	"LUCAT1"	4.22532915846975
"6327"	"SPDYE5"	4.22532915846975
"6328"	"NUDT18"	4.22532915846975
"6329"	"EXTL3-AS1"	4.22532915846975
"6330"	"OMD"	4.22532915846975
"6331"	"AC136475.5"	4.22532915846975
"6332"	"WNT5B"	4.22532915846975
"6333"	"AC089999.2"	4.22532915846975
"6334"	"AC092127.1"	4.22532915846975
"6335"	"HS3ST3A1"	4.22532915846975
"6336"	"AC090912.3"	4.22532915846975
"6337"	"AL021707.5"	4.22532915846975
"6338"	"AL121672.2"	4.22532915846975
"6339"	"LINC01715"	4.22500495871884
"6340"	"AL606760.2"	4.22500495871884
"6341"	"LEKR1"	4.22500495871884
"6342"	"C4orf36"	4.22500495871884
"6343"	"AC008011.2"	4.22500495871884
"6344"	"KIF21A"	4.22500495871884
"6345"	"TMPRSS9"	4.22500495871884
"6346"	"AC010336.6"	4.22500495871884
"6347"	"PTK6"	4.22500495871884
"6348"	"AP001437.1"	4.22500495871884
"6349"	"AL138824.1"	4.22497176481449
"6350"	"AL596244.1"	4.22497176481449
"6351"	"AL049780.1"	4.22497176481449
"6352"	"AL022341.2"	4.22497176481449
"6353"	"AC002550.1"	4.22497176481449
"6354"	"LRRC37A"	4.22497176481449
"6355"	"ZNF792"	4.22497176481449
"6356"	"Z99716.2"	4.22497176481449
"6357"	"LINC01133"	4.2213407735396
"6358"	"PDE11A"	4.2213407735396
"6359"	"AC012459.1"	4.2213407735396
"6360"	"UBE2E1-AS1"	4.2213407735396
"6361"	"TLR6"	4.2213407735396
"6362"	"GPX3"	4.2213407735396
"6363"	"AKAP12"	4.2213407735396
"6364"	"AC004921.2"	4.2213407735396
"6365"	"AC004884.2"	4.2213407735396
"6366"	"AC025871.3"	4.2213407735396
"6367"	"C10orf95"	4.2213407735396
"6368"	"MRVI1-AS1"	4.2213407735396
"6369"	"AP000926.2"	4.2213407735396
"6370"	"AC034102.6"	4.2213407735396
"6371"	"AC127070.1"	4.2213407735396
"6372"	"RB1-DT"	4.2213407735396
"6373"	"SAMD4A"	4.2213407735396
"6374"	"SPTB"	4.2213407735396
"6375"	"AC003965.1"	4.2213407735396
"6376"	"AP001033.3"	4.2213407735396
"6377"	"ZNF154"	4.2213407735396
"6378"	"DNAJC6"	4.22103698088281
"6379"	"AL121652.1"	4.22103698088281
"6380"	"AC017048.3"	4.22103698088281
"6381"	"AC117382.2"	4.22103698088281
"6382"	"AC104779.1"	4.22103698088281
"6383"	"SCOC-AS1"	4.22103698088281
"6384"	"ZNF165"	4.22103698088281
"6385"	"AC211486.2"	4.22103698088281
"6386"	"AC004918.4"	4.22103698088281
"6387"	"TAS2R20"	4.22103698088281
"6388"	"GALR2"	4.22103698088281
"6389"	"SLC14A1"	4.22103698088281
"6390"	"AC008750.2"	4.22103698088281
"6391"	"HFM1"	4.2197249878274
"6392"	"LSMEM1"	4.2197249878274
"6393"	"AC073575.2"	4.21957699498062
"6394"	"ZNF880"	4.21957699498062
"6395"	"AL513314.2"	4.21699422793824
"6396"	"AC104472.5"	4.21699422793824
"6397"	"COL26A1"	4.21699422793824
"6398"	"AC004233.1"	4.21699422793824
"6399"	"ATP2A1"	4.21699422793824
"6400"	"AC012254.3"	4.21699422793824
"6401"	"AC002116.2"	4.21699422793824
"6402"	"CATSPERG"	4.21699422793824
"6403"	"AC074212.1"	4.21699422793824
"6404"	"MAGI1-IT1"	4.21664484898746
"6405"	"HDAC2-AS2"	4.21664484898746
"6406"	"GAS1RR"	4.21664484898746
"6407"	"AC023908.3"	4.21664484898746
"6408"	"AC005329.1"	4.21664484898746
"6409"	"AC020910.2"	4.21664484898746
"6410"	"SMIM17"	4.21664484898746
"6411"	"AC253536.6"	4.21664484898746
"6412"	"TPPP3"	4.2159528631582
"6413"	"PROK2"	4.21514434632754
"6414"	"CD160"	4.21255087624491
"6415"	"LINC01460"	4.21255087624491
"6416"	"AC114939.1"	4.21255087624491
"6417"	"CARMN"	4.21255087624491
"6418"	"HYKK"	4.21255087624491
"6419"	"AC036108.3"	4.21255087624491
"6420"	"AC090617.10"	4.21255087624491
"6421"	"PHLDB3"	4.21255087624491
"6422"	"AC010327.8"	4.21255087624491
"6423"	"PTPRH"	4.21255087624491
"6424"	"GRPR"	4.21255087624491
"6425"	"CPNE8-AS1"	4.2105464744478
"6426"	"AC007014.1"	4.2105464744478
"6427"	"C2orf15"	4.21018827322811
"6428"	"ASIC3"	4.21018827322811
"6429"	"ACBD4"	4.20745186222886
"6430"	"AC005041.5"	4.20586005647679
"6431"	"TNFSF12"	4.20586005647679
"6432"	"AC124283.2"	4.20586005647679
"6433"	"GABRA2"	4.19353238946492
"6434"	"AVPI1"	4.19292456465056
"6435"	"SLC26A10"	4.19263651134049
"6436"	"AC006450.3"	4.19227275138672
"6437"	"CYP3A5"	4.19093687837883
"6438"	"MBOAT1"	4.18907777494914
"6439"	"RBKS"	4.18719605870451
"6440"	"HOXA-AS2"	4.18712680655664
"6441"	"SOX2-OT"	4.10648278979993
"6442"	"AC007448.4"	4.10628989210482
"6443"	"RASAL2"	4.10551938031468
"6444"	"BEX4"	4.10508447693966
"6445"	"ZBTB12"	4.10313887787686
"6446"	"ZNF836"	4.10173461054218
"6447"	"PCAT7"	4.10163154586079
"6448"	"PAPPA-AS1"	4.08865357352061
"6449"	"KLHL29"	4.08420897609803
"6450"	"SMPDL3A"	4.08420897609803
"6451"	"NRN1L"	4.08420897609803
"6452"	"SHISA8"	4.08420897609803
"6453"	"SLC4A3"	4.08262362726918
"6454"	"SPP2"	4.08262362726918
"6455"	"COL4A4"	4.07790201803111
"6456"	"LY6G5C"	4.07790201803111
"6457"	"B3GALT4"	4.07790201803111
"6458"	"AL136304.1"	4.07790201803111
"6459"	"AL807757.2"	4.07790201803111
"6460"	"ALG1L9P"	4.07790201803111
"6461"	"AP003120.1"	4.07790201803111
"6462"	"AC104564.5"	4.07790201803111
"6463"	"AP001442.1"	4.07790201803111
"6464"	"AC010336.3"	4.0757795656271
"6465"	"AC006213.1"	4.07411154431934
"6466"	"FOXD3"	4.07375984401342
"6467"	"ELF3"	4.07375984401342
"6468"	"AL360091.3"	4.07375984401342
"6469"	"TRIM36"	4.07375984401342
"6470"	"AL022069.3"	4.07375984401342
"6471"	"LINC01234"	4.07375984401342
"6472"	"RRAD"	4.07375984401342
"6473"	"AC100793.4"	4.07375984401342
"6474"	"SECTM1"	4.07375984401342
"6475"	"AL138955.1"	4.07167983595335
"6476"	"S1PR5"	4.07146983695302
"6477"	"AC007098.1"	4.07001651024165
"6478"	"MST1"	4.07001651024165
"6479"	"AP001107.1"	4.07001651024165
"6480"	"AC024940.6"	4.07001651024165
"6481"	"AC092123.1"	4.07001651024165
"6482"	"ASB16"	4.07001651024165
"6483"	"DCC"	4.07001651024165
"6484"	"AC008608.2"	4.06976423562346
"6485"	"CCDC148"	4.06970808759912
"6486"	"FAM13A-AS1"	4.06970808759912
"6487"	"TIGD4"	4.06970808759912
"6488"	"PILRA"	4.06970808759912
"6489"	"SYT8"	4.06970808759912
"6490"	"AL132800.1"	4.06970808759912
"6491"	"HIF1A-AS3"	4.06970808759912
"6492"	"CEBPA-DT"	4.06970808759912
"6493"	"AC091979.2"	4.06647796851972
"6494"	"AC018638.7"	4.06647796851972
"6495"	"BLID"	4.06647796851972
"6496"	"TSHR"	4.06647796851972
"6497"	"CACNA1G"	4.06647796851972
"6498"	"AC068473.3"	4.06647796851972
"6499"	"AC092802.1"	4.06640315209978
"6500"	"AL021807.1"	4.06640315209978
"6501"	"AC090469.1"	4.06640315209978
"6502"	"AL161662.1"	4.06640315209978
"6503"	"GRIN2C"	4.06640315209978
"6504"	"AC010463.3"	4.06640315209978
"6505"	"AC010325.2"	4.06640315209978
"6506"	"TMEM121B"	4.06640315209978
"6507"	"AL022151.1"	4.06640315209978
"6508"	"SCNN1D"	4.06597006308131
"6509"	"SEMA6C"	4.06597006308131
"6510"	"MAP10"	4.06597006308131
"6511"	"ZCWPW2"	4.06597006308131
"6512"	"HEG1"	4.06597006308131
"6513"	"INTS9-AS1"	4.06597006308131
"6514"	"AC100821.2"	4.06597006308131
"6515"	"ZNF252P-AS1"	4.06597006308131
"6516"	"DLG2"	4.06597006308131
"6517"	"AC008115.3"	4.06597006308131
"6518"	"AC073655.2"	4.06597006308131
"6519"	"DRAM1"	4.06597006308131
"6520"	"AL161756.1"	4.06597006308131
"6521"	"AC022613.1"	4.06597006308131
"6522"	"ZNF556"	4.06597006308131
"6523"	"BTG3-AS1"	4.06597006308131
"6524"	"TRMT9B"	4.06308160368911
"6525"	"NOSTRIN"	4.06292891127992
"6526"	"ERBB3"	4.06292891127992
"6527"	"AC006305.1"	4.06292891127992
"6528"	"HAMP"	4.06292891127992
"6529"	"AC079148.1"	4.06258456707277
"6530"	"AC017104.3"	4.06258456707277
"6531"	"AC104809.2"	4.06258456707277
"6532"	"NUP210"	4.06258456707277
"6533"	"LINC02021"	4.06258456707277
"6534"	"IQCJ-SCHIP1"	4.06258456707277
"6535"	"CD36"	4.06258456707277
"6536"	"RASEF"	4.06258456707277
"6537"	"TAS2R19"	4.06258456707277
"6538"	"AC079174.2"	4.06258456707277
"6539"	"PPL"	4.06258456707277
"6540"	"AC138904.1"	4.06258456707277
"6541"	"AC010530.1"	4.06258456707277
"6542"	"AC004000.1"	4.06258456707277
"6543"	"SPSB1"	4.06256050399178
"6544"	"AC011753.2"	4.06256050399178
"6545"	"AC034198.2"	4.06256050399178
"6546"	"KIAA1257"	4.06256050399178
"6547"	"AC091982.3"	4.06256050399178
"6548"	"HOXA5"	4.06256050399178
"6549"	"PRR5L"	4.06256050399178
"6550"	"AC068790.7"	4.06256050399178
"6551"	"AL158196.1"	4.06256050399178
"6552"	"AC023300.2"	4.06256050399178
"6553"	"HSD3B7"	4.06256050399178
"6554"	"AC018695.6"	4.06256050399178
"6555"	"AC138028.2"	4.06256050399178
"6556"	"UNC13D"	4.06256050399178
"6557"	"ZNF460-AS1"	4.06256050399178
"6558"	"BX293535.1"	4.05918767881515
"6559"	"SMG7-AS1"	4.05918767881515
"6560"	"OBSCN-AS1"	4.05918767881515
"6561"	"BX323046.2"	4.05918767881515
"6562"	"PRR18"	4.05918767881515
"6563"	"AC018647.3"	4.05918767881515
"6564"	"AF178030.1"	4.05918767881515
"6565"	"HAS2-AS1"	4.05918767881515
"6566"	"AL355377.3"	4.05918767881515
"6567"	"AL358781.2"	4.05918767881515
"6568"	"TSNAXIP1"	4.05918767881515
"6569"	"NUDT7"	4.05918767881515
"6570"	"AP001269.4"	4.05918767881515
"6571"	"AC090912.1"	4.05918767881515
"6572"	"KCNJ15"	4.05918767881515
"6573"	"AL671710.1"	4.05918767881515
"6574"	"APLN"	4.05918767881515
"6575"	"AL592183.1"	4.05918767881515
"6576"	"TMCO1-AS1"	4.05917938936249
"6577"	"AC104113.1"	4.05917938936249
"6578"	"SLC26A4-AS1"	4.05917938936249
"6579"	"AL031600.3"	4.05917938936249
"6580"	"AC141586.3"	4.05917938936249
"6581"	"AC092119.2"	4.05917938936249
"6582"	"RORC"	4.05909535372158
"6583"	"AL592078.2"	4.05909535372158
"6584"	"AC009237.14"	4.05909535372158
"6585"	"AC095055.1"	4.05909535372158
"6586"	"ZHX2"	4.05909535372158
"6587"	"AL034417.3"	4.05577893732983
"6588"	"NEB"	4.05577893732983
"6589"	"TTN-AS1"	4.05577893732983
"6590"	"AC009955.4"	4.05577893732983
"6591"	"TTC21A"	4.05577893732983
"6592"	"PSMD6-AS1"	4.05577893732983
"6593"	"PDE6B"	4.05577893732983
"6594"	"LY6G6D"	4.05577893732983
"6595"	"SLC44A4"	4.05577893732983
"6596"	"AL445123.2"	4.05577893732983
"6597"	"AP003170.4"	4.05577893732983
"6598"	"LINC01252"	4.05577893732983
"6599"	"AC068792.1"	4.05577893732983
"6600"	"RTL1"	4.05577893732983
"6601"	"AC100830.1"	4.05577893732983
"6602"	"AC015967.1"	4.05577893732983
"6603"	"AC116447.1"	4.05577893732983
"6604"	"ZNF793-AS1"	4.05577893732983
"6605"	"C19orf73"	4.05577893732983
"6606"	"AL451085.1"	4.05575439546271
"6607"	"KCNF1"	4.05575439546271
"6608"	"SEMA3F-AS1"	4.05575439546271
"6609"	"AC131235.2"	4.05575439546271
"6610"	"AC112907.3"	4.05575439546271
"6611"	"GET4"	4.05575439546271
"6612"	"GSAP"	4.05575439546271
"6613"	"NYAP1"	4.05575439546271
"6614"	"AC024451.4"	4.05575439546271
"6615"	"AC011773.4"	4.05575439546271
"6616"	"FAM111A-DT"	4.05575439546271
"6617"	"RILP"	4.05575439546271
"6618"	"AC002094.2"	4.05575439546271
"6619"	"AC061992.2"	4.05575439546271
"6620"	"CEBPB-AS1"	4.05575439546271
"6621"	"CYP24A1"	4.05575439546271
"6622"	"DOK5"	4.05575439546271
"6623"	"AL109615.2"	4.0554162968433
"6624"	"SLC25A27"	4.0554162968433
"6625"	"AL359715.3"	4.0554162968433
"6626"	"C1QTNF1"	4.0554162968433
"6627"	"BX322562.1"	4.0554162968433
"6628"	"AC093425.1"	4.05477522304068
"6629"	"AC010132.4"	4.05477522304068
"6630"	"NIPAL3"	4.05235861601053
"6631"	"TMPPE"	4.05235861601053
"6632"	"AL135905.2"	4.05235861601053
"6633"	"FSCN3"	4.05235861601053
"6634"	"AL157936.1"	4.05235861601053
"6635"	"NUTM2G"	4.05235861601053
"6636"	"SEC31B"	4.05235861601053
"6637"	"AC005520.3"	4.05235861601053
"6638"	"AC008731.1"	4.05235861601053
"6639"	"MT1E"	4.05235861601053
"6640"	"DENND6B"	4.05235861601053
"6641"	"AC079807.1"	4.05185106523707
"6642"	"NR3C2"	4.05185106523707
"6643"	"PCDHB4"	4.05185106523707
"6644"	"HIST1H3E"	4.05185106523707
"6645"	"LINC01301"	4.05185106523707
"6646"	"CLIP1-AS1"	4.05185106523707
"6647"	"AL035448.1"	4.05185106523707
"6648"	"AC073320.1"	4.05177499667879
"6649"	"MIR600HG"	4.05177499667879
"6650"	"PAN3-AS1"	4.05177499667879
"6651"	"AC111182.1"	4.05177499667879
"6652"	"BMP8A"	4.04854819852064
"6653"	"ARTN"	4.04854819852064
"6654"	"PSD4"	4.04854819852064
"6655"	"HECW2"	4.04854819852064
"6656"	"AC018797.3"	4.04854819852064
"6657"	"PCDHB13"	4.04854819852064
"6658"	"AL356515.1"	4.04854819852064
"6659"	"TBX6"	4.04854819852064
"6660"	"AL109811.1"	4.04828505994618
"6661"	"AC118469.2"	4.04828505994618
"6662"	"AL161729.2"	4.04828505994618
"6663"	"MYO18A"	4.04828505994618
"6664"	"SLC25A5-AS1"	4.04828505994618
"6665"	"AC025774.1"	4.04450626253288
"6666"	"AC064807.4"	4.04450626253288
"6667"	"ADAMTS15"	4.04450626253288
"6668"	"AL133367.1"	4.04450626253288
"6669"	"LAMP5"	4.04450626253288
"6670"	"EMID1"	4.04450626253288
"6671"	"ARHGAP9"	4.04405993114429
"6672"	"AMN"	4.04405993114429
"6673"	"AC068987.3"	4.04033888696752
"6674"	"CIRBP-AS1"	4.04033888696752
"6675"	"SPDYE3"	4.0384040945559
"6676"	"AF129075.1"	4.03799986824195
"6677"	"FMR1-AS1"	4.02928263601537
"6678"	"PIK3C2B"	4.02647756123016
"6679"	"FMN1"	4.02439671918858
"6680"	"PITPNC1"	4.02379390497037
"6681"	"ASIC1"	4.02291527771095
"6682"	"ARNTL"	4.02221184024221
"6683"	"AC012370.1"	4.02054695903033
"6684"	"AC068631.1"	4.01776165694413
"6685"	"TSPAN11"	3.9448364065053
"6686"	"LSR"	3.94472724767957
"6687"	"NPIPB15"	3.94456506638636
"6688"	"LINC01807"	3.944451941735
"6689"	"ZNF221"	3.94304982850945
"6690"	"AC104211.1"	3.94302082407028
"6691"	"TMEM121"	3.94256918693551
"6692"	"LINC01505"	3.94198688631814
"6693"	"SBK1"	3.94011392727809
"6694"	"TSACC"	3.93222344026586
"6695"	"TFAP2C"	3.9278285130988
"6696"	"AL807752.5"	3.92433866494365
"6697"	"ATP1B2"	3.92433866494365
"6698"	"ATOH8"	3.92392651426146
"6699"	"AP000880.1"	3.92392651426146
"6700"	"SLC4A8"	3.92392651426146
"6701"	"CECR2"	3.92392651426146
"6702"	"TBC1D8B"	3.92392651426146
"6703"	"TDRKH-AS1"	3.92210539413223
"6704"	"FGF7"	3.92038649173158
"6705"	"AC025048.4"	3.92038649173158
"6706"	"AL034417.2"	3.92012953606419
"6707"	"AP4B1-AS1"	3.92012953606419
"6708"	"LACTB2-AS1"	3.92012953606419
"6709"	"ARG2"	3.92012953606419
"6710"	"SEPTIN3"	3.92012953606419
"6711"	"PIH1D2"	3.91852252380968
"6712"	"AC004584.3"	3.91715559525808
"6713"	"FBXO15"	3.91715559525808
"6714"	"AF131216.1"	3.91708937513597
"6715"	"TIMM23B-AGAP6"	3.91708937513597
"6716"	"CAPS2"	3.91708937513597
"6717"	"FSIP1"	3.91708937513597
"6718"	"AC010894.2"	3.91652124452281
"6719"	"AL355347.1"	3.91652124452281
"6720"	"AC103858.1"	3.91652124452281
"6721"	"AC009090.1"	3.91652124452281
"6722"	"CMTM1"	3.91652124452281
"6723"	"MC1R"	3.91652124452281
"6724"	"AP005432.1"	3.91652124452281
"6725"	"NKAIN4"	3.91652124452281
"6726"	"MIAT"	3.91652124452281
"6727"	"LINC00271"	3.91388487468922
"6728"	"RIMS3"	3.91338884461687
"6729"	"AL133390.1"	3.91338884461687
"6730"	"LINC01126"	3.91338884461687
"6731"	"AC037198.1"	3.91338884461687
"6732"	"ASPHD2"	3.91338884461687
"6733"	"PLGLB2"	3.91332812248016
"6734"	"ADAMTS13"	3.91332812248016
"6735"	"AL451069.2"	3.91332812248016
"6736"	"AC124798.1"	3.91332812248016
"6737"	"AC025031.3"	3.91332812248016
"6738"	"AC083805.3"	3.91332812248016
"6739"	"STARD13-IT1"	3.91332812248016
"6740"	"PRKCH"	3.91332812248016
"6741"	"AC087501.4"	3.91332812248016
"6742"	"TMEM31"	3.91332812248016
"6743"	"MYLK3"	3.91062308639921
"6744"	"LINC00973"	3.91039133914185
"6745"	"UGDH-AS1"	3.91039133914185
"6746"	"NRL"	3.91039133914185
"6747"	"AC022382.1"	3.91030316205566
"6748"	"TNXB"	3.91030316205566
"6749"	"AC073842.2"	3.91030316205566
"6750"	"GPT"	3.91030316205566
"6751"	"KCNC1"	3.91030316205566
"6752"	"MADCAM1"	3.91030316205566
"6753"	"B3GNT8"	3.91030316205566
"6754"	"CDC42-AS1"	3.91017556526473
"6755"	"AC098484.2"	3.91017556526473
"6756"	"C2CD4D"	3.91017556526473
"6757"	"TRIM71"	3.91017556526473
"6758"	"AC109587.1"	3.91017556526473
"6759"	"AC007687.1"	3.91017556526473
"6760"	"AC114977.1"	3.91017556526473
"6761"	"AC002074.1"	3.91017556526473
"6762"	"AC025419.1"	3.91017556526473
"6763"	"AL512506.1"	3.91017556526473
"6764"	"GOLGA8R"	3.91017556526473
"6765"	"AC139099.2"	3.91017556526473
"6766"	"AC012313.5"	3.91017556526473
"6767"	"AC064836.2"	3.9071887458183
"6768"	"HIST1H2AJ"	3.9071887458183
"6769"	"AC104964.3"	3.9071887458183
"6770"	"FAM86B1"	3.9071887458183
"6771"	"AL358780.1"	3.9071887458183
"6772"	"CHRNA7"	3.9071887458183
"6773"	"ZNF114"	3.9071887458183
"6774"	"SMIM25"	3.9071887458183
"6775"	"AC006547.2"	3.9071887458183
"6776"	"NHS"	3.9071887458183
"6777"	"GCNA"	3.9071887458183
"6778"	"AC099568.2"	3.90717313191449
"6779"	"CXCR4"	3.90717313191449
"6780"	"EMB"	3.90717313191449
"6781"	"RAPSN"	3.90717313191449
"6782"	"AC090912.2"	3.90717313191449
"6783"	"AC006213.4"	3.90717313191449
"6784"	"MYO3B"	3.907150758366
"6785"	"AC023154.1"	3.907150758366
"6786"	"RNF150"	3.907150758366
"6787"	"AP002748.4"	3.907150758366
"6788"	"AP001885.2"	3.907150758366
"6789"	"MT1F"	3.907150758366
"6790"	"AP001033.2"	3.907150758366
"6791"	"ZNF540"	3.907150758366
"6792"	"SEPTIN5"	3.907150758366
"6793"	"FIGN"	3.90417816843924
"6794"	"AC021016.2"	3.90417816843924
"6795"	"ZDHHC23"	3.90417816843924
"6796"	"AC114956.1"	3.90417816843924
"6797"	"AC008494.3"	3.90417816843924
"6798"	"VSIG10L2"	3.90417816843924
"6799"	"AL136295.2"	3.90417816843924
"6800"	"AL049840.6"	3.90417816843924
"6801"	"AC002553.1"	3.90417816843924
"6802"	"RAB3A"	3.90417816843924
"6803"	"CRLF1"	3.90417816843924
"6804"	"AL160410.1"	3.90417816843924
"6805"	"PLXNA2"	3.90404930584556
"6806"	"SPAG16"	3.90404930584556
"6807"	"DES"	3.90404930584556
"6808"	"AC109361.1"	3.90404930584556
"6809"	"ZNF451-AS1"	3.90404930584556
"6810"	"SOX7"	3.90404930584556
"6811"	"AC090061.1"	3.90404930584556
"6812"	"AL133445.2"	3.90404930584556
"6813"	"LTK"	3.90404930584556
"6814"	"AC006249.1"	3.90404930584556
"6815"	"BCL2L15"	3.9037645339197
"6816"	"IL7R"	3.9037645339197
"6817"	"AL355297.4"	3.9037645339197
"6818"	"BX842570.1"	3.9037645339197
"6819"	"PLCL1"	3.90100450724217
"6820"	"LMX1B"	3.90100450724217
"6821"	"OLFM1"	3.90100450724217
"6822"	"AC105137.2"	3.90100450724217
"6823"	"AC091132.4"	3.90100450724217
"6824"	"WFIKKN2"	3.90100450724217
"6825"	"AC008569.2"	3.90100450724217
"6826"	"KCNK6"	3.90100450724217
"6827"	"AC008079.1"	3.90100450724217
"6828"	"SOX3"	3.90100450724217
"6829"	"XKR9"	3.90088012095799
"6830"	"AC008147.2"	3.90088012095799
"6831"	"DAPK2"	3.90088012095799
"6832"	"PNMA6A"	3.90088012095799
"6833"	"AC012640.1"	3.89939617776163
"6834"	"MOCS1"	3.89781227901048
"6835"	"RBP7"	3.89775931211509
"6836"	"AC096586.1"	3.89775931211509
"6837"	"PCDHB7"	3.89775931211509
"6838"	"AL159169.3"	3.89775931211509
"6839"	"AL512598.1"	3.89775931211509
"6840"	"AP001189.4"	3.89775931211509
"6841"	"MAP3K9"	3.89775931211509
"6842"	"ERVK9-11"	3.89775931211509
"6843"	"ZNF287"	3.89760946168603
"6844"	"AC006994.2"	3.89721107398469
"6845"	"AC079684.1"	3.89721107398469
"6846"	"ATL1"	3.89721107398469
"6847"	"ZNF418"	3.89721107398469
"6848"	"EFCAB6"	3.89721107398469
"6849"	"AC011416.4"	3.89698597539546
"6850"	"AC096708.3"	3.89698597539546
"6851"	"GLYCTK"	3.89632034430758
"6852"	"MIR34AHG"	3.89408324905581
"6853"	"AC012443.2"	3.89408324905581
"6854"	"USP46-AS1"	3.89408324905581
"6855"	"AL008729.2"	3.89408324905581
"6856"	"ZIK1"	3.89408324905581
"6857"	"UXT-AS1"	3.89408324905581
"6858"	"SPRY3"	3.89408324905581
"6859"	"AC092574.1"	3.89388220042178
"6860"	"CPA2"	3.89388220042178
"6861"	"AC127035.1"	3.89388220042178
"6862"	"GRIA4"	3.89388220042178
"6863"	"AC015917.2"	3.89388220042178
"6864"	"ZNF233"	3.89388220042178
"6865"	"PLTP"	3.89388220042178
"6866"	"CACNB4"	3.89209777858655
"6867"	"AC006017.1"	3.89209777858655
"6868"	"AC131235.3"	3.89031331038327
"6869"	"IFI30"	3.89031331038327
"6870"	"RIMS1"	3.88981465340819
"6871"	"TNFAIP3"	3.88778359281566
"6872"	"SLC25A34"	3.88640103993438
"6873"	"AL049557.1"	3.88640103993438
"6874"	"AL034550.2"	3.88457447884167
"6875"	"AL162258.2"	3.88069983422853
"6876"	"SPRED3"	3.88069983422853
"6877"	"AC021321.1"	3.87622371487867
"6878"	"GAPLINC"	3.87275554515031
"6879"	"GBP1"	3.87246520194682
"6880"	"TMEM238"	3.87244851674931
"6881"	"PTPRN2"	3.87158381225042
"6882"	"CCN3"	3.86760530604843
